Michelle Lonsdale;Northwest Territories;Office Supplies;Avery Flip-Chart Easel Binder, Black
Michelle Lonsdale;Northwest Territories;Office Supplies;GBC Binding covers
Grant Carroll;Northwest Territories;Technology;R280
Beth Paige;Northwest Territories;Technology;Accessory9
Dorothy Wardle;Northwest Territories;Technology;U.S. Robotics 56K Internet Call Modem
Muhammed MacIntyre;Northwest Territories;Office Supplies;Tennsco Industrial Shelving
Charlotte Melton;Northwest Territories;Office Supplies;Staples Bulldog Clip
Muhammed MacIntyre;Northwest Territories;Technology;Micro Innovations Micro 3000 Keyboard, Black
Claudia Miner;Northwest Territories;Technology;Fellowes Basic 104-Key Keyboard, Platinum
Claudia Miner;Northwest Territories;Office Supplies;Xerox 1882
Claudia Miner;Northwest Territories;Office Supplies;Carina Double Wide Media Storage Towers in Natural & Black
Brendan Dodson;Northwest Territories;Office Supplies;Portable Personal File Box
Dorothy Wardle;Northwest Territories;Office Supplies;"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L"
Mike Pelletier;Northwest Territories;Furniture;Eldon Cleatmat® Chair Mats for Medium Pile Carpets
Edward Hooks;Northwest Territories;Office Supplies;Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)
Edward Hooks;Northwest Territories;Furniture;Hon 94000 Series Round Tables
Jamie Kunitz;Northwest Territories;Furniture;Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting
Jamie Kunitz;Northwest Territories;Office Supplies;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind
Julia West;Northwest Territories;Furniture;Global High-Back Leather Tilter, Burgundy
Jeremy Lonsdale;Northwest Territories;Office Supplies;Poly Designer Cover & Back
Jeremy Lonsdale;Northwest Territories;Furniture;Lifetime Advantage™ Folding Chairs, 4/Carton
Jeremy Lonsdale;Northwest Territories;Furniture;DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size
Jeremy Lonsdale;Northwest Territories;Office Supplies;Stockwell Push Pins
Cindy Schnelling;Northwest Territories;Technology;"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack"
Heather Kirkland;Northwest Territories;Technology;8260
Alan Barnes;Northwest Territories;Technology;3390
Hunter Glantz;Northwest Territories;Furniture;Global Deluxe Stacking Chair, Gray
Hunter Glantz;Northwest Territories;Furniture;Bevis 36 x 72 Conference Tables
Hunter Glantz;Northwest Territories;Office Supplies;Avery Flip-Chart Easel Binder, Black
Julia West;Northwest Territories;Furniture;"Howard Miller 16"" Diameter Gallery Wall Clock"
Carlos Daly;Northwest Territories;Office Supplies;"ACCOHIDE® 3-Ring Binder, Blue, 1"""
Barry French;Northwest Territories;Furniture;Global High-Back Leather Tilter, Burgundy
Susan Vittorini;Northwest Territories;Office Supplies;"Wilson Jones Hanging View Binder, White, 1"""
Carl Jackson;Northwest Territories;Office Supplies;Boston 1730 StandUp Electric Pencil Sharpener
Carl Jackson;Northwest Territories;Technology;Accessory31
Carl Jackson;Northwest Territories;Technology;Accessory8
Alan Barnes;Northwest Territories;Technology;Fellowes 17-key keypad for PS/2 interface
Charlotte Melton;Northwest Territories;Office Supplies;Hanging Personal Folder File
Beth Thompson;Northwest Territories;Office Supplies;Ibico Covers for Plastic or Wire Binding Elements
Bryan Mills;Northwest Territories;Office Supplies;Hoover Portapower™ Portable Vacuum
Alan Barnes;Northwest Territories;Office Supplies;Fellowes Command Center 5-outlet power strip
Alan Barnes;Northwest Territories;Furniture;SAFCO Arco Folding Chair
Beth Paige;Northwest Territories;Technology;Accessory12
Mike Pelletier;Northwest Territories;Furniture;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black
Delfina Latchford;Northwest Territories;Technology;3390
Susan Vittorini;Northwest Territories;Office Supplies;GBC DocuBind TL300 Electric Binding System
Dorothy Wardle;Northwest Territories;Office Supplies;GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb
Dorothy Wardle;Northwest Territories;Technology;Microsoft Internet Keyboard
Dorothy Wardle;Northwest Territories;Technology;TDK 4.7GB DVD-R
Susan Vittorini;Northwest Territories;Office Supplies;Xerox 1977
Jamie Kunitz;Northwest Territories;Furniture;DAX Solid Wood Frames
Fred Wasserman;Northwest Territories;Office Supplies;Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room
Doug Bickford;Northwest Territories;Office Supplies;Belkin 8 Outlet SurgeMaster II Gold Surge Protector
Fred Wasserman;Northwest Territories;Technology;8260
Susan Vittorini;Northwest Territories;Office Supplies;Recycled Interoffice Envelopes with String and Button Closure, 10 x 13
Doug Bickford;Northwest Territories;Office Supplies;Multimedia Mailers
Claudia Miner;Northwest Territories;Office Supplies;White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes
Claudia Miner;Northwest Territories;Office Supplies;"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets"
Frank Price;Northwest Territories;Office Supplies;DXL™ Angle-View Binders with Locking Rings, Black
Frank Price;Northwest Territories;Technology;8260
Dorothy Wardle;Northwest Territories;Office Supplies;Newell® 3-Hole Punched Plastic Slotted Magazine Holders for Binders
Dorothy Wardle;Northwest Territories;Office Supplies;Laser & Ink Jet Business Envelopes
Dorothy Wardle;Northwest Territories;Technology;Okidata ML390 Turbo Dot Matrix Printers
Allen Rosenblatt;Northwest Territories;Furniture;Eldon Regeneration Recycled Desk Accessories, Smoke
Dorothy Wardle;Northwest Territories;Technology;Accessory36
Julia West;Northwest Territories;Furniture;"Linden® 12"" Wall Clock With Oak Frame"
Ralph Knight;Northwest Territories;Technology;2160i
Michelle Lonsdale;Northwest Territories;Furniture;Global Deluxe High-Back Office Chair in Storm
Charlotte Melton;Northwest Territories;Furniture;"Howard Miller 16"" Diameter Gallery Wall Clock"
Charlotte Melton;Northwest Territories;Technology;Canon MP100DHII Printing Calculator
Allen Rosenblatt;Northwest Territories;Technology;Accessory21
Neola Schneider;Northwest Territories;Technology;Verbatim DVD-R 4.7GB authoring disc
Neola Schneider;Northwest Territories;Office Supplies;"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4"
Joy Bell;Northwest Territories;Furniture;C-Line Cubicle Keepers Polyproplyene Holder w/Velcro® Back, 8-1/2x11, 25/Bx
Monica Federle;Northwest Territories;Office Supplies;Avery 51
Jamie Kunitz;Northwest Territories;Office Supplies;SANFORD Liquid Accent™ Tank-Style Highlighters
Susan Vittorini;Northwest Territories;Office Supplies;Avery Poly Binder Pockets
Susan Vittorini;Northwest Territories;Office Supplies;Dixon My First Ticonderoga Pencil, #2
Susan Vittorini;Northwest Territories;Office Supplies;Acco® Hot Clips™ Clips to Go
Charles McCrossin;Northwest Territories;Office Supplies;Fiskars® Softgrip Scissors
Cari Schnelling;Northwest Territories;Office Supplies;"Elite 5"" Scissors"
Doug Bickford;Northwest Territories;Furniture;Eldon Wave Desk Accessories
Don Miller;Northwest Territories;Office Supplies;Avery 478
Don Miller;Northwest Territories;Office Supplies;Boston 16701 Slimline Battery Pencil Sharpener
Fred Wasserman;Northwest Territories;Office Supplies;Xerox 1982
Bryan Mills;Northwest Territories;Technology;Soundgear Copyboard Conference Phone, Optional Battery
Carlos Daly;Northwest Territories;Office Supplies;Dot Matrix Printer Tape Reel Labels, White, 5000/Box
Joy Bell;Northwest Territories;Office Supplies;Euro Pro Shark Stick Mini Vacuum
Claudia Miner;Northwest Territories;Technology;Panasonic KX-P1150 Dot Matrix Printer
Claudia Miner;Northwest Territories;Office Supplies;Recycled Eldon Regeneration Jumbo File
Beth Thompson;Northwest Territories;Furniture;"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49"""
Allen Rosenblatt;Northwest Territories;Office Supplies;Avery 498
Beth Thompson;Northwest Territories;Office Supplies;Premium Transparent Presentation Covers by GBC
Beth Thompson;Northwest Territories;Furniture;"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf"
Susan Vittorini;Northwest Territories;Office Supplies;GBC VeloBinder Electric Binding Machine
Sylvia Foulston;Northwest Territories;Office Supplies;Brown Kraft Recycled Envelopes
Joy Bell;Northwest Territories;Office Supplies;"Acme® 8"" Straight Scissors"
Becky Castell;Northwest Territories;Technology;Bell Sonecor JB700 Caller ID
Carlos Daly;Northwest Territories;Technology;A1228
Cari Schnelling;Northwest Territories;Furniture;3M Polarizing Task Lamp with Clamp Arm, Light Gray
Jim Radford;Northwest Territories;Technology;8290
Allen Rosenblatt;Northwest Territories;Technology;Hewlett-Packard Deskjet 5550 Color Inkjet Printer
Dorothy Badders;Northwest Territories;Office Supplies;Fellowes Neat Ideas® Storage Cubes
Dorothy Badders;Northwest Territories;Furniture;Lesro Round Back Collection Coffee Table, End Table
Mike Pelletier;Northwest Territories;Office Supplies;Avery 492
Mike Pelletier;Northwest Territories;Office Supplies;Newell 343
Doug Bickford;Northwest Territories;Office Supplies;Recycled Eldon Regeneration Jumbo File
Doug Bickford;Northwest Territories;Furniture;SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black
Susan Vittorini;Northwest Territories;Technology;Canon S750 Color Inkjet Printer
Andrew Gjertsen;Northwest Territories;Office Supplies;Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener
Muhammed MacIntyre;Northwest Territories;Technology;AT&T Black Trimline Phone, Model 210
Muhammed MacIntyre;Northwest Territories;Office Supplies;Newell 318
Muhammed MacIntyre;Northwest Territories;Office Supplies;"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack"
Muhammed MacIntyre;Northwest Territories;Office Supplies;Staples Vinyl Coated Paper Clips
Jim Radford;Northwest Territories;Furniture;3M Polarizing Task Lamp with Clamp Arm, Light Gray
Bryan Davis;Northwest Territories;Office Supplies;Avery 491
Anthony Johnson;Northwest Territories;Office Supplies;Fellowes Black Plastic Comb Bindings
Anthony Johnson;Northwest Territories;Furniture;Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak
Doug Bickford;Northwest Territories;Furniture;O'Sullivan 3-Shelf Heavy-Duty Bookcases
Carlos Daly;Northwest Territories;Technology;T18
Don Miller;Northwest Territories;Office Supplies;Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators
Don Jones;Northwest Territories;Office Supplies;Honeywell Quietcare HEPA Air Cleaner
Chad Cunningham;Northwest Territories;Office Supplies;Staples Colored Bar Computer Paper
Ralph Arnett;Northwest Territories;Office Supplies;Boston 16765 Mini Stand Up Battery Pencil Sharpener
Ralph Arnett;Northwest Territories;Office Supplies;Staples Battery-Operated Desktop Pencil Sharpener
Nicole Hansen;Northwest Territories;Furniture;Eldon® 200 Class™ Desk Accessories
Fred Wasserman;Northwest Territories;Technology;Memorex 80 Minute CD-R, 30/Pack
Bryan Mills;Northwest Territories;Furniture;Global Leather and Oak Executive Chair, Black
Ralph Arnett;Northwest Territories;Office Supplies;Dual Level, Single-Width Filing Carts
Doug Bickford;Northwest Territories;Technology;Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum
Eugene Barchas;Northwest Territories;Office Supplies;"Wilson Jones 1"" Hanging DublLock® Ring Binders"
Brad Eason;Northwest Territories;Furniture;Master Giant Foot® Doorstop, Safety Yellow
Brad Eason;Northwest Territories;Office Supplies;"Perma STOR-ALL™ Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H"
Dorothy Wardle;Northwest Territories;Technology;Epson DFX-8500 Dot Matrix Printer
Ralph Knight;Northwest Territories;Office Supplies;Xerox 194
Sylvia Foulston;Northwest Territories;Technology;SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp
Neola Schneider;Northwest Territories;Office Supplies;Avery 493
Neola Schneider;Northwest Territories;Furniture;"Bevis Round Bullnose 29"" High Table Top"
Grant Carroll;Northwest Territories;Office Supplies;GBC Recycled Regency Composition Covers
Grant Carroll;Prince Edward Island;Office Supplies;Avery 506
Grant Carroll;Prince Edward Island;Office Supplies;Xerox 197
Julia West;Prince Edward Island;Furniture;Eldon® Expressions™ Wood Desk Accessories, Oak
Muhammed MacIntyre;Prince Edward Island;Office Supplies;Xerox 1935
Susan Vittorini;Prince Edward Island;Office Supplies;Peel & Stick Add-On Corner Pockets
Sylvia Foulston;Prince Edward Island;Office Supplies;Eureka The Boss® Cordless Rechargeable Stick Vac
Doug Bickford;Prince Edward Island;Furniture;Eldon® Wave Desk Accessories
Doug Bickford;Prince Edward Island;Office Supplies;Xerox 1905
Doug Bickford;Prince Edward Island;Office Supplies;Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System
Dorothy Badders;Prince Edward Island;Furniture;"Executive Impressions 13"" Clairmont Wall Clock"
Henry Goldwyn;Prince Edward Island;Furniture;Global Leather and Oak Executive Chair, Black
Henry Goldwyn;Prince Edward Island;Furniture;Global Troy™ Executive Leather Low-Back Tilter
Henry Goldwyn;Prince Edward Island;Technology;Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus
Grant Carroll;Prince Edward Island;Office Supplies;Staples SlimLine Pencil Sharpener
Chad Cunningham;Prince Edward Island;Office Supplies;Presstex Flexible Ring Binders
Beth Thompson;Prince Edward Island;Technology;Memorex 4.7GB DVD+RW, 3/Pack
Beth Thompson;Prince Edward Island;Furniture;Eldon Image Series Black Desk Accessories
Andrew Gjertsen;Prince Edward Island;Office Supplies;Avery 485
Andrew Gjertsen;Prince Edward Island;Office Supplies;Dixon My First Ticonderoga Pencil, #2
Sylvia Foulston;Prince Edward Island;Furniture;Global Adaptabilities™ Conference Tables
Michelle Lonsdale;Prince Edward Island;Office Supplies;Kensington 7 Outlet MasterPiece Power Center
Michelle Lonsdale;Prince Edward Island;Furniture;Global Deluxe Stacking Chair, Gray
Cari Schnelling;Prince Edward Island;Office Supplies;Xerox 1885
Henry Goldwyn;Prince Edward Island;Office Supplies;Avery 479
Edward Hooks;Prince Edward Island;Technology;AT&T Black Trimline Phone, Model 210
Brendan Dodson;Prince Edward Island;Office Supplies;Fellowes Twister Kit, Gray/Clear, 3/pkg
Brendan Dodson;Prince Edward Island;Furniture;Eldon Pizzaz™ Desk Accessories
Harold Engle;Prince Edward Island;Office Supplies;GBC Binding covers
Roy French;Prince Edward Island;Technology;Hewlett-Packard Deskjet 5550 Color Inkjet Printer
Helen Abelman;Prince Edward Island;Technology;Talkabout T8367
Guy Armstrong;Prince Edward Island;Technology;Logitech Access Keyboard
Jennifer Braxton;Prince Edward Island;Office Supplies;Fellowes Strictly Business® Drawer File, Letter/Legal Size
Giulietta Baptist;Prince Edward Island;Office Supplies;Newell 336
Jack Lebron;Prince Edward Island;Office Supplies;Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit
Jack Lebron;Prince Edward Island;Office Supplies;Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units
Erica Bern;Prince Edward Island;Office Supplies;GBC DocuBind P100 Manual Binding Machine
Erica Bern;Prince Edward Island;Office Supplies;Avery 497
Helen Abelman;Prince Edward Island;Furniture;SAFCO Folding Chair Trolley
Guy Armstrong;Prince Edward Island;Office Supplies;"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9"""
Helen Abelman;Prince Edward Island;Technology;Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS
Christopher Schild;Prince Edward Island;Technology;Keytronic Designer 104- Key Black Keyboard
Roy French;Prince Edward Island;Technology;Accessory31
Roy French;Prince Edward Island;Office Supplies;Avanti 4.4 Cu. Ft. Refrigerator
Jennifer Braxton;Prince Edward Island;Furniture;Bush Mission Pointe Library
Jennifer Braxton;Prince Edward Island;Office Supplies;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue"
Joy Smith;Prince Edward Island;Office Supplies;Ibico Covers for Plastic or Wire Binding Elements
Evan Minnotte;Prince Edward Island;Office Supplies;Boston KS Multi-Size Manual Pencil Sharpener
Evan Minnotte;Prince Edward Island;Office Supplies;Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black
Jenna Caffey;Prince Edward Island;Office Supplies;Martin-Yale Premier Letter Opener
Harold Engle;Prince Edward Island;Office Supplies;Recycled Premium Regency Composition Covers
Harold Engle;Prince Edward Island;Furniture;Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors
Harold Engle;Prince Edward Island;Technology;i1000
Harold Engle;Prince Edward Island;Office Supplies;Avery 493
Harold Engle;Prince Edward Island;Office Supplies;Fellowes Super Stor/Drawer®
Hilary Holden;Prince Edward Island;Furniture;"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle"
Hilary Holden;Prince Edward Island;Office Supplies;*Staples* Letter Opener
Hilary Holden;Prince Edward Island;Technology;Canon PC1060 Personal Laser Copier
Hilary Holden;Prince Edward Island;Technology;LX 677
Christopher Schild;Prince Edward Island;Office Supplies;Avery Hi-Liter® Fluorescent Desk Style Markers
Harold Engle;Prince Edward Island;Office Supplies;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
Greg Guthrie;Prince Edward Island;Office Supplies;Acco Suede Grain Vinyl Round Ring Binder
Greg Guthrie;Prince Edward Island;Furniture;Eldon Image Series Black Desk Accessories
Greg Guthrie;Prince Edward Island;Office Supplies;Xerox 213
Greg Guthrie;Prince Edward Island;Office Supplies;Newell 342
Guy Armstrong;Prince Edward Island;Office Supplies;"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box"
Guy Armstrong;Prince Edward Island;Office Supplies;Newell 337
Joy Smith;Prince Edward Island;Office Supplies;GBC Binding covers
Joy Smith;Prince Edward Island;Office Supplies;GBC Standard Therm-A-Bind Covers
Erica Bern;Prince Edward Island;Technology;Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray
Erica Bern;Prince Edward Island;Furniture;Eldon ClusterMat Chair Mat with Cordless Antistatic Protection
Dan Reichenbach;Prince Edward Island;Office Supplies;Xerox 1985
Erica Bern;Prince Edward Island;Technology;Zoom V.92 V.44 PCI Internal Controllerless FaxModem
Guy Armstrong;Prince Edward Island;Furniture;Global Leather and Oak Executive Chair, Black
Guy Armstrong;Prince Edward Island;Office Supplies;Tennsco Lockers, Sand
Evan Minnotte;Prince Edward Island;Office Supplies;Xerox 1920
Joy Smith;Prince Edward Island;Office Supplies;Xerox 1928
Joy Smith;Prince Edward Island;Office Supplies;Xerox 1939
Joy Smith;Prince Edward Island;Technology;StarTAC 7760
Paul Gonzalez;Prince Edward Island;Furniture;Magna Visual Magnetic Picture Hangers
Filia McAdams;Prince Edward Island;Technology;M3682
Joy Smith;Prince Edward Island;Office Supplies;Xerox 1978
Greg Guthrie;Prince Edward Island;Furniture;Sauder Forest Hills Library, Woodland Oak Finish
Greg Guthrie;Prince Edward Island;Furniture;Global High-Back Leather Tilter, Burgundy
Joy Smith;Prince Edward Island;Office Supplies;Wirebound Message Book, 4 per Page
Joy Smith;Prince Edward Island;Technology;Memorex 4.7GB DVD+RW, 3/Pack
Greg Guthrie;Prince Edward Island;Office Supplies;Hoover WindTunnel™ Plus Canister Vacuum
Greg Guthrie;Prince Edward Island;Office Supplies;Newell 335
Jack Lebron;Prince Edward Island;Technology;Zoom V.92 USB External Faxmodem
Joy Smith;Prince Edward Island;Furniture;Telescoping Adjustable Floor Lamp
Evan Minnotte;Prince Edward Island;Office Supplies;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue"
Chuck Magee;Prince Edward Island;Furniture;Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry
Chuck Magee;Prince Edward Island;Office Supplies;Prang Drawing Pencil Set
Filia McAdams;Prince Edward Island;Office Supplies;Xerox 1992
Jack Lebron;Prince Edward Island;Technology;TI 36X Solar Scientific Calculator
Jack Lebron;Prince Edward Island;Technology;V 3600 Series
Jack Lebron;Prince Edward Island;Technology;Sharp AL-1530CS Digital Copier
Harold Engle;Prince Edward Island;Furniture;Hon 4-Shelf Metal Bookcases
Harold Engle;Prince Edward Island;Furniture;Deflect-o EconoMat Nonstudded, No Bevel Mat
Jack Lebron;Prince Edward Island;Office Supplies;Lock-Up Easel 'Spel-Binder'
Jack Lebron;Prince Edward Island;Technology;U.S. Robotics 56K Internet Call Modem
Frank Atkinson;Prince Edward Island;Office Supplies;Boston 1730 StandUp Electric Pencil Sharpener
Frank Atkinson;Prince Edward Island;Furniture;Bretford CR4500 Series Slim Rectangular Table
Jack Lebron;Prince Edward Island;Office Supplies;Euro Pro Shark Stick Mini Vacuum
Jack Lebron;Prince Edward Island;Furniture;Hon 5100 Series Wood Tables
Evan Minnotte;Prince Edward Island;Technology;Belkin ErgoBoard™ Keyboard
Joy Smith;Prince Edward Island;Office Supplies;Riverleaf Stik-Withit® Designer Note Cubes®
Dan Reichenbach;Prince Edward Island;Furniture;Coloredge Poster Frame
Jack Lebron;Prince Edward Island;Technology;8860
Frank Atkinson;Prince Edward Island;Office Supplies;Xerox 1920
Frank Atkinson;Prince Edward Island;Technology;252
Erica Bern;Prince Edward Island;Technology;Sharp 1540cs Digital Laser Copier
Jack Lebron;Prince Edward Island;Office Supplies;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter
Filia McAdams;Prince Edward Island;Office Supplies;Wilson Jones Impact Binders
Jack Lebron;Prince Edward Island;Office Supplies;GBC DocuBind 200 Manual Binding Machine
Jack Lebron;Prince Edward Island;Furniture;Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black
Giulietta Baptist;Prince Edward Island;Office Supplies;Sanford Liquid Accent Highlighters
Joy Smith;Prince Edward Island;Office Supplies;Holmes Harmony HEPA Air Purifier for 17 x 20 Room
Joy Smith;Prince Edward Island;Office Supplies;SANFORD Liquid Accent™ Tank-Style Highlighters
Joy Smith;Prince Edward Island;Furniture;Hon iLevel™ Computer Training Table
Greg Guthrie;Prince Edward Island;Furniture;Eldon® 200 Class™ Desk Accessories, Burgundy
Carlos Soltero;Prince Edward Island;Technology;80 Minute CD-R Spindle, 100/Pack - Staples
Carlos Soltero;Prince Edward Island;Furniture;3M Hangers With Command Adhesive
Harold Engle;Prince Edward Island;Office Supplies;X-Rack™ File for Hanging Folders
Erica Bern;Prince Edward Island;Technology;688
Erica Bern;Prince Edward Island;Office Supplies;Ibico EB-19 Dual Function Manual Binding System
Hilary Holden;Prince Edward Island;Office Supplies;"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case"
Hilary Holden;Prince Edward Island;Office Supplies;Southworth 25% Cotton Premium Laser Paper and Envelopes
Jack Lebron;Prince Edward Island;Technology;Timeport L7089
Filia McAdams;Prince Edward Island;Furniture;Safco Contoured Stacking Chairs
Filia McAdams;Prince Edward Island;Technology;Canon PC-428 Personal Copier
Greg Guthrie;Prince Edward Island;Office Supplies;Staples Standard Envelopes
Greg Guthrie;Prince Edward Island;Furniture;12-1/2 Diameter Round Wall Clock
Harold Engle;Prince Edward Island;Technology;Lexmark Z55se Color Inkjet Printer
Philip Brown;Prince Edward Island;Office Supplies;Binder Clips by OIC
Helen Abelman;Prince Edward Island;Office Supplies;Avanti 4.4 Cu. Ft. Refrigerator
Hilary Holden;Prince Edward Island;Office Supplies;Fellowes Smart Surge Ten-Outlet Protector, Platinum
Hilary Holden;Prince Edward Island;Technology;Canon PC-428 Personal Copier
Christopher Schild;Prince Edward Island;Furniture;Aluminum Document Frame
Carlos Soltero;Prince Edward Island;Office Supplies;Wausau Papers Astrobrights® Colored Envelopes
Carlos Soltero;Prince Edward Island;Office Supplies;Newell 312
Erica Bern;Prince Edward Island;Office Supplies;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue"
Erica Bern;Prince Edward Island;Technology;Canon imageCLASS 2200 Advanced Copier
Erica Bern;Prince Edward Island;Office Supplies;Newell 312
Erica Bern;Prince Edward Island;Furniture;"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables"
Joy Smith;Prince Edward Island;Technology;Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus
Joy Smith;Prince Edward Island;Technology;KF 788
Christopher Schild;Prince Edward Island;Technology;Imation Neon Mac Format Diskettes, 10/Pack
Christopher Schild;Prince Edward Island;Furniture;Deflect-o EconoMat Nonstudded, No Bevel Mat
Christopher Schild;Prince Edward Island;Office Supplies;Sanford Liquid Accent Highlighters
Christopher Schild;Prince Edward Island;Technology;2180
Evan Minnotte;Prince Edward Island;Technology;Sharp AL-1530CS Digital Copier
Christopher Schild;Prince Edward Island;Furniture;"Executive Impressions 14"" Contract Wall Clock"
Greg Guthrie;Prince Edward Island;Office Supplies;*Staples* Highlighting Markers
Harold Engle;Prince Edward Island;Office Supplies;Boston 19500 Mighty Mite Electric Pencil Sharpener
Philip Brown;Prince Edward Island;Office Supplies;Xerox 1995
Carlos Soltero;Prince Edward Island;Office Supplies;Self-Adhesive Ring Binder Labels
Jennifer Braxton;Prince Edward Island;Office Supplies;Catalog Binders with Expanding Posts
Dan Reichenbach;Prince Edward Island;Office Supplies;*Staples* Packaging Labels
Dan Reichenbach;Prince Edward Island;Furniture;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting
Dan Reichenbach;Prince Edward Island;Office Supplies;"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4"""
Carlos Soltero;Prince Edward Island;Furniture;9-3/4 Diameter Round Wall Clock
Carlos Soltero;Prince Edward Island;Technology;Logitech Cordless Elite Duo
Carlos Soltero;Prince Edward Island;Office Supplies;Xerox 220
Giulietta Baptist;Prince Edward Island;Technology;Logitech Cordless Elite Duo
Jack Lebron;Prince Edward Island;Technology;Canon Image Class D660 Copier
Guy Armstrong;Prince Edward Island;Office Supplies;12 Colored Short Pencils
Hilary Holden;Prince Edward Island;Office Supplies;Avery Legal 4-Ring Binder
Jack Lebron;Prince Edward Island;Office Supplies;Hoover® Commercial Lightweight Upright Vacuum
Erica Bern;Prince Edward Island;Office Supplies;Colored Envelopes
Erica Bern;Prince Edward Island;Office Supplies;Xerox 1953
Harold Engle;Prince Edward Island;Office Supplies;GBC DocuBind 200 Manual Binding Machine
Harold Engle;Prince Edward Island;Furniture;DAX Natural Wood-Tone Poster Frame
Jim Sink;Prince Edward Island;Office Supplies;Staples Standard Envelopes
Jennifer Braxton;Prince Edward Island;Office Supplies;GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb
Jennifer Braxton;Prince Edward Island;Technology;Keytronic Designer 104- Key Black Keyboard
Jennifer Braxton;Prince Edward Island;Office Supplies;Recycled Eldon Regeneration Jumbo File
Joy Smith;Prince Edward Island;Office Supplies;GBC Standard Plastic Binding Systems Combs
Joy Smith;Prince Edward Island;Furniture;Office Star Flex Back Scooter Chair with White Frame
Harold Engle;Prince Edward Island;Office Supplies;Xerox 1941
Philip Brown;Prince Edward Island;Furniture;Global Deluxe Stacking Chair, Gray
Philip Brown;Prince Edward Island;Furniture;DAX Clear Channel Poster Frame
Philip Brown;Prince Edward Island;Furniture;Tenex B1-RE Series Chair Mats for Low Pile Carpets
Giulietta Baptist;Prince Edward Island;Technology;Belkin 105-Key Black Keyboard
Giulietta Baptist;Prince Edward Island;Technology;Micro Innovations 104 Keyboard
Paul Gonzalez;Prince Edward Island;Office Supplies;GBC Imprintable Covers
Logan Haushalter;Prince Edward Island;Office Supplies;GBC Laser Imprintable Binding System Covers, Desert Sand
Logan Haushalter;Prince Edward Island;Technology;Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case
Filia McAdams;Prince Edward Island;Furniture;Hon Multipurpose Stacking Arm Chairs
Carlos Soltero;Prince Edward Island;Furniture;"Executive Impressions 14"""
Carlos Soltero;Prince Edward Island;Technology;Accessory2
